260827128,15,1
260827130,10,1
260827132,15,1
260827134,10,1
260827136,15,1
260827138,10,1
260827140,15,1
260827142,10,1
260827144,15,1
260827146,10,1
260827148,15,1
260827150,10,1
260827152,10,1
260827154,10,1
260827156,10,1
260827158,10,1
260835510,10,1
260835512,10,1
260835514,10,1
260835516,10,1
260835518,10,1
260835520,10,1
260835522,10,1
260835524,10,1
260835526,10,1
260835528,10,1
260835530,10,1
260835532,10,1
260835534,10,1
260835536,10,1
260835538,10,1
260835540,10,1
260835542,10,1
260835544,10,1
260835546,10,1
260835548,10,1
260835550,10,1
260851034,10,1
260851036,10,1
260851038,10,1
260851040,10,1
260851042,10,1
260851044,10,1
260851046,10,1
260851048,10,1
260851050,10,1
260851055,10,1
260851060,10,1
260851065,10,1
260851070,8,1
