280123006,2,1
280123007,2,1
280123310,13,2
280123410,13,2
280122508,2,1
280122510,8,1
280122512,5,1
280122514,2,1
280122608,2,1
280122610,8,1
280122612,5,1
280122614,2,1
280123506,3,1
280123507,5,1
280123508,8,1
280123606,3,1
280123607,5,1
280123608,8,1
398400001,20,1
364048055,20,1
364048060,15,1
297311380,2,1
297311400,5,1
297311420,4,1
297312380,2,1
297312400,4,1
297312420,2,1
928700008,15,1
297210300,4,1
297210315,4,1
297210330,4,1
297209270,4,1
297210360,4,1
297211285,4,1
297211300,4,1
297211315,4,1
297211330,6,1
297211345,6,1
297211360,4,1
297400001,30,1
260827108,10,1
260827110,10,1
260827112,10,1
260827114,15,1
260827116,60,1
260827118,60,1
260827120,60,1
260827122,60,1
260827124,60,1
260827126,30,1
