280261607,1,1
280260603,1,1
280261708,1,1
280303010,1,1
280302203,1,1
280302211,1,1
280123006,1,1
280122806,1,1
280123206,1,1
280123504,1,1
280123608,1,1
280323002,1,1
280412505,1,1
280412511,1,1
280422505,1,1
280422511,1,1
280424006,1,1
280424012,1,1
280432305,1,1
280432311,1,1
260827120,2,1
260827122,2,1
260827130,2,1
267527022,2,1
267527024,2,1
267527026,2,1
267527028,2,1
267527030,2,1
260835530,2,1
260835532,2,1
260835534,2,1
260835536,2,1
260835538,2,1
260835540,1,1
260835540,1,1
267535030,2,1
267535032,2,1
267535034,2,1
267535036,2,1
267535038,2,1
260851032,2,1
260851034,2,1
260851036,2,1
260851038,2,1
260851040,2,1
267551032,2,1
267551034,2,1
267551038,2,1
267551040,2,1
260815014,2,1
260815016,2,1
260815018,2,1
267515014,2,1
267515016,2,1
260820014,3,1
260820016,2,1
260820018,2,1
260820020,2,1
267520014,2,1
267520016,1,1
267520016,1,1
267520018,1,1
267520018,1,1
267520020,2,1
260827114,2,1
267527014,2,1
267527016,2,1
297209390,1,1
297210345,1,1
297400001,2,1
297310340,1,1
297311380,1,1
938700008,1,1
938700008,1,1
398400001,2,1
394325110,2,1
922148035,5,1
922148045,5,1
280302407,1,1
260827124,2,1
260827128,2,1
260827118,2,1
280302405,1,1
280114403,1,1
280115403,1,1
267527020,2,1
267551036,2,1
267515018,2,1
280323002,1,1
260827126,2,1
260827116,2,1
267527018,2,1
364048030,4,1
267535040,2,1
280261408,1,1
